,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,TATT_I_BRUK,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,REGISTRERT_IGANGSATT_DATO,REGISTRERT_GODKJENT_DATO,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINAT_TYPE,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,UKOORDINAT_TYPE,UKOORDINATSYSTEM_NR,UKOORDINATSYSTEM_NAVN,UKOORDINAT_KVALITET_KODE,UKOORDINAT_KVALITET_NAVN,UX_KOORDINAT,UY_KOORDINAT,UZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL,Byggtype_profet,Energistandard_profet,Energibronn,Energiomraadeid,SHAPE,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,_nettutveksling_energi,_nettutveksling_effekt,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste
1010,1011,32083,30,VIKEN,3003,SARPSBORG,352888,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19030615,19030615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,154.0,154.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573136.0,620828.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577648.87,279009.32,0.0,1,N,0.0,A,Y,,A,"{'x': 620828, 'y': 6573136, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,14100.0,4.0,[0],[2.10643459 1.96696549 1.89334274 ... 2.66590264 2.39938919 2.27643202],[0.64132017 0.49923592 0.44876883 ... 1.10173525 0.98216708 0.77952233],[0.60183845 0.56199014 0.54095507 ... 0.76168647 0.68553977 0.65040915],"[-1.50459614 -1.40497535 -1.35238767 ... -1.90421617 -1.71384942
 -1.62602287]",[0. 0. 0. ... 0. 0. 0.],0,0,[1.84499708 1.6232162  1.53067897 ... 2.62510819 2.35324662 2.08034062]
1011,1012,32084,30,VIKEN,3003,SARPSBORG,352918,0,531,Restaurantbygning kafebygning,TB,Tatt i bruk,10101,10101,19070615,19070615,I,Overnattings- og serveringsvirksomhet,,,10101,10101,1,Tilkn. off. vannverk,375.0,0.0,375.0,3,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573389.0,620400.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577939.46,278605.64,0.0,1,N,0.0,L,Y,,A,"{'x': 620400, 'y': 6573389, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,True,0,71500.0,29.0,[0],[3.68271416 3.66693877 3.63270281 ... 4.29857272 4.04114835 3.94359671],[3.82001164 3.75037714 3.71355881 ... 4.06247318 3.9487734  3.84077996],[1.2919208 1.2919208 1.2919208 ... 1.2919208 1.2919208 1.2919208],"[-1.55030496 -1.55030496 -1.55030496 ... -1.55030496 -1.55030496
 -1.55030496]",[0.8404884  0.82471301 0.79047705 ... 1.45634696 1.19892259 1.10137095],0,[-0. -0. -0. ... -0. -0. -0.],[8.08483004 7.98364476 7.87835451 ... 9.5590087  8.93046018 8.62736346]
1012,1013,32086,30,VIKEN,3003,SARPSBORG,352942,0,136,Andre småhus m/3 boliger el fl,TB,Tatt i bruk,10101,10101,18800615,18800615,G,"Varehandel, reparasjon av motorvogner",,,10101,10101,1,Tilkn. off. vannverk,852.0,644.0,208.0,4,4,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573430.0,620332.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577986.43,278541.57,0.0,1,N,0.0,A,Y,,A,"{'x': 620332, 'y': 6573430, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,34100.0,7.0,[0],"[11.65378099 10.88217273 10.47485726 ... 14.7490198  13.2745428
 12.59428624]",[3.54808303 2.76200653 2.48279897 ... 6.0953145  5.43380747 4.31268197],0,0,0,"[-11.65378099 -10.88217273 -10.47485726 ... -14.7490198  -13.2745428
 -12.59428624]",0,[3.54808303 2.76200653 2.48279897 ... 6.0953145  5.43380747 4.31268197]
1013,1014,32088,30,VIKEN,3003,SARPSBORG,352969,0,311,Kontor- og adm.bygning rådhus,TB,Tatt i bruk,10101,10101,19520615,19520615,L,Omsetning og drift av fast eiendom,,,10101,10101,1,Tilkn. off. vannverk,2947.0,0.0,2947.0,4,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573448.0,620293.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578007.87,278504.33,0.0,1,J,0.0,C,Y,,A,"{'x': 620293, 'y': 6573448, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,True,0,646700.0,235.0,[0],"[24.70431052 24.93060918 24.19476892 ... 28.02306426 26.47129989
 26.77552931]","[33.14743753 32.97662056 32.88779798 ... 34.39124245 33.93348789
 33.33481957]",[8.03901065 8.03901065 8.03901065 ... 8.03901065 8.03901065 8.03901065],"[-9.64681278 -9.64681278 -9.64681278 ... -9.64681278 -9.64681278
 -9.64681278]","[ 7.01848708  7.24478574  6.50894548 ... 10.33724082  8.78547646
  9.08970588]",0,[-0. -0. -0. ... -0. -0. -0.],"[63.262433   63.54421335 61.98371025 ... 71.1437454  67.58246211
 67.59225263]"
1014,1015,32089,30,VIKEN,3003,SARPSBORG,352977,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19030615,19030615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,107.0,107.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573118.0,620818.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577631.84,278997.74,0.0,1,N,0.0,A,Y,,A,"{'x': 620818, 'y': 6573118, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,9800.0,2.0,[0],[1.4635617  1.36665784 1.31550437 ... 1.852283   1.66710808 1.58167679],[0.44559259 0.34687171 0.31180691 ... 0.76549137 0.68241479 0.54161616],[0.41816048 0.39047367 0.37585839 ... 0.52922372 0.47631659 0.45190766],"[-1.04540121 -0.97618417 -0.93964598 ... -1.32305929 -1.19079148
 -1.12976914]",[0. 0. 0. ... 0. 0. 0.],0,0,[1.28191356 1.12781905 1.0635237  ... 1.82393881 1.63504797 1.44543147]
1015,1016,32090,30,VIKEN,3003,SARPSBORG,352985,0,311,Kontor- og adm.bygning rådhus,TB,Tatt i bruk,10101,10101,19730615,19730615,L,Omsetning og drift av fast eiendom,,,10101,10101,1,Tilkn. off. vannverk,1097.0,0.0,1097.0,4,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573475.0,620251.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578038.56,278464.92,0.0,1,J,0.0,C,Y,,A,"{'x': 620251, 'y': 6573475, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0,0,220700.0,63.0,[0],"[ 9.19600565  9.28024373  9.00633237 ... 10.43138836  9.853755
  9.96700226]","[12.33890023 12.27531481 12.24225124 ... 12.80189785 12.63150194
 12.40865187]",0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],"[21.53490587 21.55555854 21.24858361 ... 23.23328621 22.48525694
 22.37565413]"
1016,1017,32091,30,VIKEN,3003,SARPSBORG,352993,0,312,Bankbygning posthus,TB,Tatt i bruk,10101,10101,18630615,18630615,K,Finansierings- og forsikringsvirksomhet,,,10101,10101,1,Tilkn. off. vannverk,820.0,0.0,820.0,3,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573483.0,620210.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578050.21,278424.78,0.0,1,N,0.0,C,Y,,A,"{'x': 620210, 'y': 6573483, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,True,0,171100.0,65.0,[0],[6.87395135 6.93691874 6.73217187 ... 7.79739148 7.36561449 7.45026605],[9.22324356 9.1757139  9.1509991  ... 9.56933112 9.44196134 9.27538244],[2.23684721 2.23684721 2.23684721 ... 2.23684721 2.23684721 2.23684721],"[-2.68421666 -2.68421666 -2.68421666 ... -2.68421666 -2.68421666
 -2.68421666]",[1.95288748 2.01585487 1.81110801 ... 2.87632761 2.44455063 2.52920218],0,[-0. -0. -0. ... -0. -0. -0.],"[17.60271295 17.68111807 17.24690954 ... 19.79568077 18.80475702
 18.80748122]"
1017,1018,32093,30,VIKEN,3003,SARPSBORG,353000,0,212,Verkstedbygning,TB,Tatt i bruk,10101,10101,19200615,19200615,C,Industri,,,10101,10101,1,Tilkn. off. vannverk,425.0,224.0,201.0,2,4,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573158.0,620821.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577671.42,279004.33,0.0,1,N,0.0,L,Y,,A,"{'x': 620821, 'y': 6573158, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0,0,91000.0,24.0,[0],[4.17374272 4.15586395 4.11706319 ... 4.87171575 4.57996813 4.46940961],[4.32934652 4.25042742 4.20869999 ... 4.60413627 4.47527652 4.35288396],0,0,0,0,0,[8.50308924 8.40629137 8.32576317 ... 9.47585202 9.05524465 8.82229356]
1018,1019,32094,30,VIKEN,3003,SARPSBORG,353019,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19030615,19030615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,231.0,231.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573126.0,620799.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577641.52,278979.53,0.0,1,N,0.0,A,Y,,A,"{'x': 620799, 'y': 6573126, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,30100.0,8.0,[0],[3.15965189 2.95044824 2.84001412 ... 3.99885396 3.59908379 3.41464803],[0.96198026 0.74885388 0.67315324 ... 1.65260287 1.47325062 1.16928349],0,0,0,0,0,[4.12163215 3.69930212 3.51316736 ... 5.65145683 5.07233441 4.58393152]
1019,1020,32095,30,VIKEN,3003,SARPSBORG,353027,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19510614,19510615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,280.0,280.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573296.0,619220.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577952.96,277421.55,0.0,1,N,0.0,A,Y,,A,"{'x': 619220, 'y': 6573296, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,25700.0,6.0,[0],[3.82988108 3.5763009  3.44244135 ... 4.84709571 4.3625258  4.13896731],[1.16603668 0.90770168 0.81594332 ... 2.003155   1.78575832 1.41731332],[1.09425174 1.02180026 0.98355467 ... 1.38488449 1.24643594 1.18256209],"[-2.73562934 -2.55450064 -2.45888668 ... -3.46221122 -3.11608986
 -2.95640522]",[0. 0. 0. ... 0. 0. 0.],0,0,[3.35454015 2.95130219 2.78305267 ... 4.77292398 4.27863021 3.7824375 ]
1020,1021,32096,30,VIKEN,3003,SARPSBORG,353035,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19601115,19601115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,187.0,187.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573275.0,619249.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577929.43,277448.55,0.0,1,N,0.0,A,Y,,A,"{'x': 619249, 'y': 6573275, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,7500.0,2.0,[0],[2.55781343 2.3884581  2.29905905 ... 3.23716749 2.91354402 2.76423888],[0.77874592 0.60621505 0.54493358 ... 1.33782138 1.19263145 0.94656283],0,0,0,"[-2.55781343 -2.3884581  -2.29905905 ... -3.23716749 -2.91354402
 -2.76423888]",0,[0.77874592 0.60621505 0.54493358 ... 1.33782138 1.19263145 0.94656283]
1021,1022,32097,30,VIKEN,3003,SARPSBORG,353043,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19481115,19481115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,317.0,317.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573264.0,619220.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577921.08,277418.67,0.0,1,N,34.0,A,Y,,A,"{'x': 619220, 'y': 6573264, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,29100.0,7.0,[0],[4.3359725  4.04888351 3.89733539 ... 5.48760478 4.93900243 4.68590227],[1.32012009 1.02764797 0.92376441 ... 2.26785762 2.02173353 1.60460116],[1.23884929 1.15682386 1.1135244  ... 1.56788708 1.41114355 1.33882922],"[-3.09712322 -2.89205965 -2.78381099 ... -3.9197177  -3.52785888
 -3.34707305]",[0. 0. 0. ... 0. 0. 0.],0,0,[3.79781867 3.34129569 3.1508132  ... 5.40363179 4.84402063 4.2822596 ]
1022,1023,32098,30,VIKEN,3003,SARPSBORG,353051,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19480315,19480315,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,181.0,181.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573247.0,619250.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577901.44,277447.03,0.0,1,N,0.0,A,Y,,A,"{'x': 619250, 'y': 6573247, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,23600.0,6.0,[0],[2.47574455 2.31182308 2.22529245 ... 3.13330115 2.82006132 2.67554672],[0.75375942 0.5867643  0.52744908 ... 1.29489663 1.1543652  0.91619183],0,0,0,0,0,[3.22950398 2.89858738 2.75274152 ... 4.42819778 3.97442653 3.59173855]
1023,1024,32099,30,VIKEN,3003,SARPSBORG,353078,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19540315,19540315,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,296.0,296.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573238.0,619220.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577895.17,277416.33,0.0,1,N,0.0,A,Y,,A,"{'x': 619220, 'y': 6573238, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,38600.0,10.0,[0],[4.04873142 3.78066095 3.63915229 ... 5.12407261 4.61181299 4.37547973],[1.23266734 0.95957034 0.86256866 ... 2.117621   1.88780166 1.49830266],0,0,0,0,0,[5.28139877 4.74023129 4.50172094 ... 7.24169361 6.49961465 5.87378238]
